userID 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020
"Abdullah Haroon Rasheed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Abdullah M. Albarrak" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Abdullah Mueen 0001" 0 0 0 0 0 0 0 0 0 2 2 1 4 0 3 2 4 1 0 4 3
"Abdullah Razzouk" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Abdullah Semran Alharbi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"Abdullah X. Ali" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Abdurrahman Ghanem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1
"Abdurrahman Yasar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Abe Davis" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1
"Abe Ittycheriah" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Abed Malti" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0
"Abeer Dyoub" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Abel Armas-Cervantes" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Abel Gonzalez-Garcia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2
"Abel N. Kho" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0
"Abel N. Valente" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Abha Laddha" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Abha Moitra" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Abhay Harpale" 0 0 0 0 1 0 0 1 0 2 1 0 1 0 0 0 0 0 0 0 0
"Abhay Jha" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Abhay Kumar Jha" 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0
"Abhay M. S. Aradhya" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"Abhay Mehta" 0 0 0 0 0 0 0 0 0 1 2 3 0 0 0 0 0 0 0 0 0
"Abhay Pande" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Abhay Pasupathy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Abhay Prakash" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Abhay Venkatesh" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Abid Abrar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Abigail Atchison" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
"Abigail Browning" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Abigail Graese" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Abigail Katoff" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Abigail Paradise" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Abigale J. Stangl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Abigale Stangl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Abir Das" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
"Abir De" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 1 0 2 2
"Abir Farouzi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Abir Qasem" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Abner Guzmán-Rivera" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
"Abraham Bachrach" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Abraham Bagherjeiran" 0 0 0 0 0 1 0 0 1 0 1 3 0 0 0 0 0 1 1 0 0
"Abraham Bernstein" 0 0 0 0 0 0 2 0 1 0 0 1 0 0 1 3 1 2 1 1 1
"Abraham D. Flaxman" 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0
"Abraham Heifets" 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"Abraham Israeli" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Abraham Kandel" 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Abraham Marciano" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Abraham Miller" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Abraham Othman" 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"Abraham Sebastian" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"Abraham Shultz" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Abram Aertsen" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Abram L. Friesen" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
"Abram N. Magner" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Abrar H. Abdulnabi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Abraão Guimarães" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Abu Shamim Mohammad Arif" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Achille Aknin" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Achille Fokoue" 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 2 0 2 1 1
"Achille Nazaret" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Achilleas Psyllidis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0
"Achim G. Hoffmann" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Achim Guttmann" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Achim J. Lilienthal" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Achim Kraiss" 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Achim Rettinger" 0 0 0 0 0 0 1 0 1 2 0 0 0 1 0 2 1 0 2 1 0
"Achraf Bahamou" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Achraf Bennis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Achraf Chalabi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Ad Feelders" 0 0 0 0 0 0 0 0 3 0 1 1 3 0 1 1 0 0 0 1 0
"Ada Ren" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Ada Wai-Chee Fu" 1 2 3 3 1 6 3 5 2 4 5 0 0 2 0 2 0 0 1 1 0
"Adair Kovac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Adalbert F. X. Wilhelm" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Adam A. Margolin" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Adam Amos-Binks" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"Adam Anthony" 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0
"Adam Arvay" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
"Adam Arvidsson" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Adam Ashenfelter" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Adam B. Yedidia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"Adam Badawy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"Adam Barker" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Adam Barth" 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"Adam Bates 0001" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
"Adam Batkin" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Adam Berenzweig" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Adam Bermingham" 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"Adam Bielski" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"Adam Bjorndahl" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Adam Bosworth" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Adam Bradley Setapen" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Adam Breuer" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"Adam Cannon" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Adam Cheyer" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Adam Christopher Earle" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"Adam Clark" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Adam Clearwater" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Adam Coates" 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 2 1 0 0 0
"Adam Craig Pocock" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Adam Crespi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Adam Czajka" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"Adam Czezowski" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Adam Czyzewski" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Adam D. Cobb" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Adam D. Smith" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Adam D. Troy" 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0
"Adam Dalton 0001" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
"Adam Darlow" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Adam Davies" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
